day,hour,minute,customer_no
Tuesday,19,41,4
Tuesday,19,42,8
Tuesday,19,43,3
Tuesday,19,44,4
Tuesday,19,45,6
Tuesday,19,46,9
Tuesday,19,47,4
Tuesday,19,48,1
Tuesday,19,49,7
Tuesday,19,50,9
Tuesday,19,51,11
Tuesday,19,52,4
Tuesday,19,53,6
Tuesday,19,54,3
Tuesday,19,55,6
Tuesday,19,56,5
Tuesday,19,57,8
Tuesday,19,58,12
Tuesday,19,59,13
Tuesday,20,0,9
Tuesday,20,1,4
Tuesday,20,2,5
Tuesday,20,3,6
Tuesday,20,4,5
Tuesday,20,5,4
Tuesday,20,6,3
Tuesday,20,7,15
Tuesday,20,8,10
Tuesday,20,9,9
Tuesday,20,10,12
Tuesday,20,11,8
Tuesday,20,12,8
Tuesday,20,13,8
Tuesday,20,14,5
Tuesday,20,15,8
Tuesday,20,16,6
Tuesday,20,17,6
Tuesday,20,18,7
Tuesday,20,19,5
Tuesday,20,20,11
Tuesday,20,21,5
Tuesday,20,22,3
Tuesday,20,23,3
Tuesday,20,24,1
Tuesday,20,25,6
Tuesday,20,26,4
Tuesday,20,27,7
Tuesday,20,28,5
Tuesday,20,29,2
Tuesday,20,30,1
Tuesday,20,31,5
Tuesday,20,32,9
Tuesday,20,33,9
Tuesday,20,34,8
Tuesday,20,35,9
Tuesday,20,36,8
Tuesday,20,37,8
Tuesday,20,38,4
Tuesday,20,39,5
Tuesday,20,40,5
Tuesday,20,41,5
Tuesday,20,42,5
Tuesday,20,43,2
Tuesday,20,44,3
Tuesday,20,46,1
Tuesday,20,48,2
Tuesday,20,49,4
Tuesday,20,50,2
Tuesday,20,51,9
Tuesday,20,52,3
Tuesday,20,53,2
Tuesday,20,54,4
Tuesday,20,55,1
Tuesday,20,56,3
Tuesday,20,57,2
Tuesday,20,58,7
Tuesday,20,59,4
Tuesday,21,0,4
Tuesday,21,1,2
Tuesday,21,2,5
Tuesday,21,3,1
Tuesday,21,4,5
Tuesday,21,5,1
Tuesday,21,6,4
Tuesday,21,7,1
Tuesday,21,8,5
Tuesday,21,9,5
Tuesday,21,11,1
Tuesday,21,12,3
Tuesday,21,14,4
Tuesday,21,15,7
Tuesday,21,16,5
Tuesday,21,17,8
Tuesday,21,18,5
Tuesday,21,19,9
Tuesday,21,20,4
Tuesday,21,21,4
Tuesday,21,22,6
Tuesday,21,23,5
Tuesday,21,24,10
Tuesday,21,25,6
Tuesday,21,26,4
Tuesday,21,27,4
Tuesday,21,28,7
Tuesday,21,29,11
Tuesday,21,30,1
Tuesday,21,31,7
Tuesday,21,32,3
Tuesday,21,33,4
Tuesday,21,34,6
Tuesday,21,35,5
Tuesday,21,36,3
Tuesday,21,37,1
Tuesday,21,39,2
Tuesday,21,40,3
Tuesday,21,41,5
Tuesday,21,42,3
Tuesday,21,43,4
Tuesday,21,44,2
Tuesday,21,46,4
Tuesday,21,47,2
Tuesday,21,48,1
Tuesday,21,49,1
Tuesday,21,50,1
Wednesday,7,0,6
Wednesday,7,1,3
Wednesday,7,2,2
Wednesday,7,3,9
Wednesday,7,4,3
Wednesday,7,5,2
Wednesday,7,6,6
Wednesday,7,8,4
Wednesday,7,9,3
Wednesday,7,10,3
Wednesday,7,11,2
Wednesday,7,12,4
Wednesday,7,13,5
Wednesday,7,14,5
Wednesday,7,15,5
Wednesday,7,16,8
Wednesday,7,17,5
Wednesday,7,18,5
Wednesday,7,19,6
Wednesday,7,20,15
Wednesday,7,21,7
Wednesday,7,22,5
Wednesday,7,23,3
Wednesday,7,24,5
Wednesday,7,25,5
Wednesday,7,26,7
Wednesday,7,27,8
Wednesday,7,28,7
Wednesday,7,29,6
Wednesday,7,30,3
Wednesday,7,31,4
Wednesday,7,32,5
Wednesday,7,33,5
Wednesday,7,34,5
Wednesday,7,35,3
Wednesday,7,36,4
Wednesday,7,37,3
Wednesday,7,38,7
Wednesday,7,39,4
Wednesday,7,40,6
Wednesday,7,41,5
Wednesday,7,42,6
Wednesday,7,43,1
Wednesday,7,44,2
Wednesday,7,45,5
Wednesday,7,46,7
Wednesday,7,47,6
Wednesday,7,48,6
Wednesday,7,49,7
Wednesday,7,50,5
Wednesday,7,51,3
Wednesday,7,52,3
Wednesday,7,53,5
Wednesday,7,54,1
Wednesday,7,55,3
Wednesday,7,56,5
Wednesday,7,57,4
Wednesday,7,59,2
Wednesday,8,0,5
Wednesday,8,1,8
Wednesday,8,2,4
Wednesday,8,3,3
Wednesday,8,4,9
Wednesday,8,5,7
Wednesday,8,6,11
Wednesday,8,7,10
Wednesday,8,8,11
Wednesday,8,9,5
Wednesday,8,10,10
Wednesday,8,11,6
Wednesday,8,12,7
Wednesday,8,13,11
Wednesday,8,14,5
Wednesday,8,15,4
Wednesday,8,16,8
Wednesday,8,17,8
Wednesday,8,18,6
Wednesday,8,19,6
Wednesday,8,20,5
Wednesday,8,21,6
Wednesday,8,22,6
Wednesday,8,23,8
Wednesday,8,24,10
Wednesday,8,25,9
Wednesday,8,26,17
Wednesday,8,27,13
Wednesday,8,28,11
Wednesday,8,29,17
Wednesday,8,30,6
Wednesday,8,31,6
Wednesday,8,32,7
Wednesday,8,33,11
Wednesday,8,34,8
Wednesday,8,35,10
Wednesday,8,36,9
Wednesday,8,37,9
Wednesday,8,38,8
Wednesday,8,39,10
Wednesday,8,40,9
Wednesday,8,41,14
Wednesday,8,42,8
Wednesday,8,43,7
Wednesday,8,44,10
Wednesday,8,45,11
Wednesday,8,46,11
Wednesday,8,47,8
Wednesday,8,48,9
Wednesday,8,49,12
Wednesday,8,50,15
Wednesday,8,51,13
Wednesday,8,52,10
Wednesday,8,53,17
Wednesday,8,54,11
Wednesday,8,55,13
Wednesday,8,56,10
Wednesday,8,57,7
Wednesday,8,58,12
Wednesday,8,59,10
Wednesday,9,0,3
Wednesday,9,1,8
Wednesday,9,2,4
Wednesday,9,3,4
Wednesday,9,4,9
Wednesday,9,5,6
Wednesday,9,6,10
Wednesday,9,7,5
Wednesday,9,8,5
Wednesday,9,9,7
Wednesday,9,10,11
Wednesday,9,11,16
Wednesday,9,12,5
Wednesday,9,13,9
Wednesday,9,14,9
Wednesday,9,15,4
Wednesday,9,16,12
Wednesday,9,17,3
Wednesday,9,19,12
Wednesday,9,20,8
Wednesday,9,21,2
Wednesday,9,22,2
Wednesday,9,23,6
Wednesday,9,24,7
Wednesday,9,25,7
Wednesday,9,26,11
Wednesday,9,27,9
Wednesday,9,28,10
Wednesday,9,29,5
Wednesday,9,30,7
Wednesday,9,31,5
Wednesday,9,32,2
Wednesday,9,33,6
Wednesday,9,35,2
Wednesday,9,36,8
Wednesday,9,37,5
Wednesday,9,38,6
Wednesday,9,39,8
Wednesday,9,40,4
Wednesday,9,41,6
Wednesday,9,42,6
Wednesday,9,43,4
Wednesday,9,44,4
Wednesday,9,45,5
Wednesday,9,46,5
Wednesday,9,47,1
Wednesday,9,48,8
Wednesday,9,49,3
Wednesday,9,50,3
Wednesday,9,51,7
Wednesday,9,52,4
Wednesday,9,53,5
Wednesday,9,54,8
Wednesday,9,55,4
Wednesday,9,56,7
Wednesday,9,57,11
Wednesday,9,58,9
Wednesday,9,59,11
Wednesday,10,0,5
Wednesday,10,1,13
Wednesday,10,2,9
Wednesday,10,3,10
Wednesday,10,4,4
Wednesday,10,5,13
Wednesday,10,6,8
Wednesday,10,7,9
Wednesday,10,8,5
Wednesday,10,9,5
Wednesday,10,10,8
Wednesday,10,11,5
Wednesday,10,12,2
Wednesday,10,13,3
Wednesday,10,14,5
Wednesday,10,15,5
Wednesday,10,16,4
Wednesday,10,17,5
Wednesday,10,18,6
Wednesday,10,19,5
Wednesday,10,20,5
Wednesday,10,21,7
Wednesday,10,22,5
Wednesday,10,23,8
Wednesday,10,24,7
Wednesday,10,25,2
Wednesday,10,26,11
Wednesday,10,27,10
Wednesday,10,28,9
Wednesday,10,29,6
Wednesday,10,30,4
Wednesday,10,31,8
Wednesday,10,32,6
Wednesday,10,33,2
Wednesday,10,34,4
Wednesday,10,35,6
Wednesday,10,36,3
Wednesday,10,37,3
Wednesday,10,39,3
Wednesday,10,40,2
Wednesday,10,41,1
Wednesday,10,42,3
Wednesday,10,44,1
Wednesday,10,45,1
Wednesday,10,46,1
Wednesday,10,48,2
Wednesday,10,49,1
Wednesday,10,50,2
Wednesday,10,51,2
Wednesday,10,53,2
Wednesday,10,54,5
Wednesday,10,55,2
Wednesday,10,56,4
Wednesday,10,57,4
Wednesday,10,58,8
Wednesday,10,59,4
Wednesday,11,0,4
Wednesday,11,1,10
Wednesday,11,2,4
Wednesday,11,3,4
Wednesday,11,4,2
Wednesday,11,5,7
Wednesday,11,6,5
Wednesday,11,7,8
Wednesday,11,8,2
Wednesday,11,9,7
Wednesday,11,10,5
Wednesday,11,11,11
Wednesday,11,12,7
Wednesday,11,13,6
Wednesday,11,14,2
Wednesday,11,15,5
Wednesday,11,16,6
Wednesday,11,17,5
Wednesday,11,18,4
Wednesday,11,19,3
Wednesday,11,20,5
Wednesday,11,22,5
Wednesday,11,23,5
Wednesday,11,24,1
Wednesday,11,25,5
Wednesday,11,26,2
Wednesday,11,27,8
Wednesday,11,28,4
Wednesday,11,29,3
Wednesday,11,30,6
Wednesday,11,31,4
Wednesday,11,32,2
Wednesday,11,33,8
Wednesday,11,34,4
Wednesday,11,35,1
Wednesday,11,36,1
Wednesday,11,37,3
Wednesday,11,38,7
Wednesday,11,39,5
Wednesday,11,40,6
Wednesday,11,41,6
Wednesday,11,42,3
Wednesday,11,43,9
Wednesday,11,44,4
Wednesday,11,45,1
Wednesday,11,46,4
Wednesday,11,47,6
Wednesday,11,48,7
Wednesday,11,49,7
Wednesday,11,50,9
Wednesday,11,51,1
Wednesday,11,52,7
Wednesday,11,53,10
Wednesday,11,54,8
Wednesday,11,55,3
Wednesday,11,56,3
Wednesday,11,57,5
Wednesday,11,59,2
Wednesday,12,0,1
Wednesday,12,1,1
Wednesday,12,2,9
Wednesday,12,3,5
Wednesday,12,4,9
Wednesday,12,5,8
Wednesday,12,6,11
Wednesday,12,7,6
Wednesday,12,8,9
Wednesday,12,9,3
Wednesday,12,10,3
Wednesday,12,11,3
Wednesday,12,12,4
Wednesday,12,13,7
Wednesday,12,14,5
Wednesday,12,15,6
Wednesday,12,16,3
Wednesday,12,17,4
Wednesday,12,18,3
Wednesday,12,19,5
Wednesday,12,20,4
Wednesday,12,21,7
Wednesday,12,22,7
Wednesday,12,23,3
Wednesday,12,24,1
Wednesday,12,25,4
Wednesday,12,26,9
Wednesday,12,27,9
Wednesday,12,28,4
Wednesday,12,29,2
Wednesday,12,30,5
Wednesday,12,31,6
Wednesday,12,33,2
Wednesday,12,34,1
Wednesday,12,35,2
Wednesday,12,36,1
Wednesday,12,37,6
Wednesday,12,38,5
Wednesday,12,39,8
Wednesday,12,40,4
Wednesday,12,41,7
Wednesday,12,42,8
Wednesday,12,43,10
Wednesday,12,44,2
Wednesday,12,45,5
Wednesday,12,46,2
Wednesday,12,47,2
Wednesday,12,48,4
Wednesday,12,49,3
Wednesday,12,50,8
Wednesday,12,52,6
Wednesday,12,53,3
Wednesday,12,54,1
Wednesday,12,55,2
Wednesday,12,56,4
Wednesday,12,57,5
Wednesday,12,58,4
Wednesday,13,0,4
Wednesday,13,1,2
Wednesday,13,2,4
Wednesday,13,4,2
Wednesday,13,5,1
Wednesday,13,6,2
Wednesday,13,7,6
Wednesday,13,8,2
Wednesday,13,9,2
Wednesday,13,10,12
Wednesday,13,11,8
Wednesday,13,12,11
Wednesday,13,13,6
Wednesday,13,14,7
Wednesday,13,15,6
Wednesday,13,16,6
Wednesday,13,17,6
Wednesday,13,18,9
Wednesday,13,19,2
Wednesday,13,20,12
Wednesday,13,21,10
Wednesday,13,22,6
Wednesday,13,23,7
Wednesday,13,24,5
Wednesday,13,25,10
Wednesday,13,26,7
Wednesday,13,27,4
Wednesday,13,28,5
Wednesday,13,29,4
Wednesday,13,30,8
Wednesday,13,31,10
Wednesday,13,32,4
Wednesday,13,33,3
Wednesday,13,34,8
Wednesday,13,35,6
Wednesday,13,36,4
Wednesday,13,37,6
Wednesday,13,38,9
Wednesday,13,39,4
Wednesday,13,40,5
Wednesday,13,41,5
Wednesday,13,42,7
Wednesday,13,43,5
Wednesday,13,44,4
Wednesday,13,45,7
Wednesday,13,46,7
Wednesday,13,47,5
Wednesday,13,48,7
Wednesday,13,49,7
Wednesday,13,50,1
Wednesday,13,51,8
Wednesday,13,52,8
Wednesday,13,53,5
Wednesday,13,54,5
Wednesday,13,55,13
Wednesday,13,56,7
Wednesday,13,57,9
Wednesday,13,58,7
Wednesday,13,59,6
Wednesday,14,0,10
Wednesday,14,1,5
Wednesday,14,2,9
Wednesday,14,3,8
Wednesday,14,4,6
Wednesday,14,5,8
Wednesday,14,6,8
Wednesday,14,7,8
Wednesday,14,8,8
Wednesday,14,9,6
Wednesday,14,10,7
Wednesday,14,11,6
Wednesday,14,12,4
Wednesday,14,13,11
Wednesday,14,14,6
Wednesday,14,15,3
Wednesday,14,17,4
Wednesday,14,18,1
Wednesday,14,19,5
Wednesday,14,20,5
Wednesday,14,21,6
Wednesday,14,22,4
Wednesday,14,23,4
Wednesday,14,24,1
Wednesday,14,25,1
Wednesday,14,26,3
Wednesday,14,27,6
Wednesday,14,28,6
Wednesday,14,29,8
Wednesday,14,30,10
Wednesday,14,31,5
Wednesday,14,32,4
Wednesday,14,33,3
Wednesday,14,34,5
Wednesday,14,35,3
Wednesday,14,36,3
Wednesday,14,37,4
Wednesday,14,38,11
Wednesday,14,39,6
Wednesday,14,40,6
Wednesday,14,41,11
Wednesday,14,42,8
Wednesday,14,43,1
Wednesday,14,44,10
Wednesday,14,45,7
Wednesday,14,46,9
Wednesday,14,47,2
Wednesday,14,48,7
Wednesday,14,49,3
Wednesday,14,50,9
Wednesday,14,51,8
Wednesday,14,52,7
Wednesday,14,53,8
Wednesday,14,54,2
Wednesday,14,55,5
Wednesday,14,56,4
Wednesday,14,57,5
Wednesday,14,58,2
Wednesday,14,59,9
Wednesday,15,0,5
Wednesday,15,1,5
Wednesday,15,2,4
Wednesday,15,3,5
Wednesday,15,4,3
Wednesday,15,5,7
Wednesday,15,6,2
Wednesday,15,7,6
Wednesday,15,8,1
Wednesday,15,9,6
Wednesday,15,10,6
Wednesday,15,11,7
Wednesday,15,12,1
Wednesday,15,13,4
Wednesday,15,14,2
Wednesday,15,15,4
Wednesday,15,16,2
Wednesday,15,17,4
Wednesday,15,18,4
Wednesday,15,19,7
Wednesday,15,20,3
Wednesday,15,21,2
Wednesday,15,22,1
Wednesday,15,23,3
Wednesday,15,25,1
Wednesday,15,27,3
Wednesday,15,28,2
Wednesday,15,29,3
Wednesday,15,30,2
Wednesday,15,31,2
Wednesday,15,32,5
Wednesday,15,33,2
Wednesday,15,34,5
Wednesday,15,35,4
Wednesday,15,36,2
Wednesday,15,37,4
Wednesday,15,38,4
Wednesday,15,39,5
Wednesday,15,40,6
Wednesday,15,41,8
Wednesday,15,42,10
Wednesday,15,43,6
Wednesday,15,44,7
Wednesday,15,45,5
Wednesday,15,46,8
Wednesday,15,47,5
Wednesday,15,48,4
Wednesday,15,49,2
Wednesday,15,50,3
Wednesday,15,51,6
Wednesday,15,52,7
Wednesday,15,53,2
Wednesday,15,54,5
Wednesday,15,55,7
Wednesday,15,56,5
Wednesday,15,57,5
Wednesday,15,58,5
Wednesday,15,59,2
Wednesday,16,0,5
Wednesday,16,1,8
Wednesday,16,2,7
Wednesday,16,3,11
Wednesday,16,4,9
Wednesday,16,5,5
Wednesday,16,6,5
Wednesday,16,7,4
Wednesday,16,8,6
Wednesday,16,9,9
Wednesday,16,10,8
Wednesday,16,11,5
Wednesday,16,12,10
Wednesday,16,13,8
Wednesday,16,14,5
Wednesday,16,15,5
Wednesday,16,16,5
Wednesday,16,17,4
Wednesday,16,18,3
Wednesday,16,19,4
Wednesday,16,20,2
Wednesday,16,21,1
Wednesday,16,22,3
Wednesday,16,23,2
Wednesday,16,25,3
Wednesday,16,26,5
Wednesday,16,27,5
Wednesday,16,28,3
Wednesday,16,29,1
Wednesday,16,30,3
Wednesday,16,31,4
Wednesday,16,32,7
Wednesday,16,33,6
Wednesday,16,34,4
Wednesday,16,35,4
Wednesday,16,36,12
Wednesday,16,37,10
Wednesday,16,38,10
Wednesday,16,39,7
Wednesday,16,40,3
Wednesday,16,41,3
Wednesday,16,42,5
Wednesday,16,43,5
Wednesday,16,44,4
Wednesday,16,45,2
Wednesday,16,46,2
Wednesday,16,47,2
Wednesday,16,48,4
Wednesday,16,49,3
Wednesday,16,50,4
Wednesday,16,51,5
Wednesday,16,52,6
Wednesday,16,53,8
Wednesday,16,54,7
Wednesday,16,55,6
Wednesday,16,56,9
Wednesday,16,57,6
Wednesday,16,58,4
Wednesday,16,59,4
Wednesday,17,0,5
Wednesday,17,1,5
Wednesday,17,2,4
Wednesday,17,3,7
Wednesday,17,4,7
Wednesday,17,5,4
Wednesday,17,6,11
Wednesday,17,7,1
Wednesday,17,8,5
Wednesday,17,9,9
Wednesday,17,10,11
Wednesday,17,11,8
Wednesday,17,12,5
Wednesday,17,13,2
Wednesday,17,14,5
Wednesday,17,15,2
Wednesday,17,16,5
Wednesday,17,17,4
Wednesday,17,18,4
Wednesday,17,19,4
Wednesday,17,20,4
Wednesday,17,21,3
Wednesday,17,22,1
Wednesday,17,23,1
Wednesday,17,24,4
Wednesday,17,25,4
Wednesday,17,26,4
Wednesday,17,27,5
Wednesday,17,28,1
Wednesday,17,29,4
Wednesday,17,30,1
Wednesday,17,31,4
Wednesday,17,32,5
Wednesday,17,33,6
Wednesday,17,34,9
Wednesday,17,35,4
Wednesday,17,36,7
Wednesday,17,37,5
Wednesday,17,38,6
Wednesday,17,39,10
Wednesday,17,40,8
Wednesday,17,41,7
Wednesday,17,42,8
Wednesday,17,43,7
Wednesday,17,44,10
Wednesday,17,45,4
Wednesday,17,46,13
Wednesday,17,47,8
Wednesday,17,48,7
Wednesday,17,49,5
Wednesday,17,50,4
Wednesday,17,51,10
Wednesday,17,52,4
Wednesday,17,53,5
Wednesday,17,54,3
Wednesday,17,55,1
Wednesday,17,56,1
Wednesday,17,57,2
Wednesday,17,58,1
Wednesday,17,59,1
Wednesday,18,0,1
Wednesday,18,1,2
Wednesday,18,2,2
Wednesday,18,3,2
Wednesday,18,4,6
Wednesday,18,5,1
Wednesday,18,6,5
Wednesday,18,7,9
Wednesday,18,8,6
Wednesday,18,9,5
Wednesday,18,10,3
Wednesday,18,11,5
Wednesday,18,12,4
Wednesday,18,13,13
Wednesday,18,14,11
Wednesday,18,15,8
Wednesday,18,16,5
Wednesday,18,17,4
Wednesday,18,18,5
Wednesday,18,19,2
Wednesday,18,20,6
Wednesday,18,21,5
Wednesday,18,22,4
Wednesday,18,23,2
Wednesday,18,24,3
Wednesday,18,25,3
Wednesday,18,26,7
Wednesday,18,27,6
Wednesday,18,28,5
Wednesday,18,29,6
Wednesday,18,30,6
Wednesday,18,31,8
Wednesday,18,32,6
Wednesday,18,33,7
Wednesday,18,34,6
Wednesday,18,35,6
Wednesday,18,36,1
Wednesday,18,37,4
Wednesday,18,38,3
Wednesday,18,40,9
Wednesday,18,41,7
Wednesday,18,42,9
Wednesday,18,43,9
Wednesday,18,44,8
Wednesday,18,45,4
Wednesday,18,46,6
Wednesday,18,47,2
Wednesday,18,48,5
Wednesday,18,49,4
Wednesday,18,50,4
Wednesday,18,51,6
Wednesday,18,52,4
Wednesday,18,53,7
Wednesday,18,54,3
Wednesday,18,55,7
Wednesday,18,56,6
Wednesday,18,57,10
Wednesday,18,58,6
Wednesday,18,59,10
Wednesday,19,0,3
Wednesday,19,1,10
Wednesday,19,2,10
Wednesday,19,3,11
Wednesday,19,4,14
Wednesday,19,5,8
Wednesday,19,6,10
Wednesday,19,7,12
Wednesday,19,8,15
Wednesday,19,9,9
Wednesday,19,10,10
Wednesday,19,11,10
Wednesday,19,12,11
Wednesday,19,13,13
Wednesday,19,14,17
Wednesday,19,15,16
Wednesday,19,16,13
Wednesday,19,17,19
Wednesday,19,18,17
Wednesday,19,19,14
Wednesday,19,20,11
Wednesday,19,21,14
Wednesday,19,22,15
Wednesday,19,23,7
Wednesday,19,24,9
Wednesday,19,25,15
Wednesday,19,26,14
Wednesday,19,27,11
Wednesday,19,28,8
Wednesday,19,29,7
Wednesday,19,30,16
Wednesday,19,31,17
Wednesday,19,32,8
Wednesday,19,33,10
Wednesday,19,34,11
Wednesday,19,35,5
Wednesday,19,36,9
Wednesday,19,37,4
Wednesday,19,38,7
Wednesday,19,39,15
Wednesday,19,40,7
Wednesday,19,41,6
Wednesday,19,42,11
Wednesday,19,43,10
Wednesday,19,44,9
Wednesday,19,45,8
Wednesday,19,46,10
Wednesday,19,47,17
Wednesday,19,48,10
Wednesday,19,49,13
Wednesday,19,50,14
Wednesday,19,51,11
Wednesday,19,52,11
Wednesday,19,53,11
Wednesday,19,54,13
Wednesday,19,55,12
Wednesday,19,56,15
Wednesday,19,57,13
Wednesday,19,58,6
Wednesday,19,59,12
Wednesday,20,0,6
Wednesday,20,1,9
Wednesday,20,2,6
Wednesday,20,3,5
Wednesday,20,4,7
Wednesday,20,5,7
Wednesday,20,6,8
Wednesday,20,7,5
Wednesday,20,8,6
Wednesday,20,9,5
Wednesday,20,10,4
Wednesday,20,11,4
Wednesday,20,12,5
Wednesday,20,13,7
Wednesday,20,14,7
Wednesday,20,15,7
Wednesday,20,16,5
Wednesday,20,17,4
Wednesday,20,18,5
Wednesday,20,19,6
Wednesday,20,20,1
Wednesday,20,21,4
Wednesday,20,22,5
Wednesday,20,23,4
Wednesday,20,24,3
Wednesday,20,25,6
Wednesday,20,26,3
Wednesday,20,27,5
Wednesday,20,28,5
Wednesday,20,29,3
Wednesday,20,30,4
Wednesday,20,31,3
Wednesday,20,32,3
Wednesday,20,33,4
Wednesday,20,34,1
Wednesday,20,35,1
Wednesday,20,36,3
Wednesday,20,37,6
Wednesday,20,38,6
Wednesday,20,39,3
Wednesday,20,40,4
Wednesday,20,41,6
Wednesday,20,42,7
Wednesday,20,43,10
Wednesday,20,44,5
Wednesday,20,45,7
Wednesday,20,46,8
Wednesday,20,47,5
Wednesday,20,48,6
Wednesday,20,49,4
Wednesday,20,50,3
Wednesday,20,51,2
Wednesday,20,52,3
Wednesday,20,53,4
Wednesday,20,54,4
Wednesday,20,55,3
Wednesday,20,56,5
Wednesday,20,57,5
Wednesday,20,58,4
Wednesday,20,59,4
Wednesday,21,0,1
Wednesday,21,1,4
Wednesday,21,2,6
Wednesday,21,3,2
Wednesday,21,4,1
Wednesday,21,5,1
Wednesday,21,6,4
Wednesday,21,7,2
Wednesday,21,8,3
Wednesday,21,9,2
Wednesday,21,10,2
Wednesday,21,11,2
Wednesday,21,12,1
Wednesday,21,14,1
Wednesday,21,15,3
Wednesday,21,16,8
Wednesday,21,17,5
Wednesday,21,19,4
Wednesday,21,20,1
Wednesday,21,21,1
Wednesday,21,22,5
Wednesday,21,23,2
Wednesday,21,24,6
Wednesday,21,25,4
Wednesday,21,26,5
Wednesday,21,27,4
Wednesday,21,28,3
Wednesday,21,29,4
Wednesday,21,30,1
Wednesday,21,31,4
Wednesday,21,32,5
Wednesday,21,33,6
Wednesday,21,34,4
Wednesday,21,35,3
Wednesday,21,36,3
Wednesday,21,37,4
Wednesday,21,38,3
Wednesday,21,39,3
Wednesday,21,40,6
Wednesday,21,41,3
Wednesday,21,42,3
Wednesday,21,43,6
Wednesday,21,44,3
Wednesday,21,45,5
Wednesday,21,46,4
Wednesday,21,47,4
Wednesday,21,48,3
Wednesday,21,49,4
